"met_object_id","link_resource","exhibition_title","venue_name","city_name","exhibition_date_display","start_date","end_date","catalogue_reference","display_order"
"503613","http://www.metmuseum.org/art/collection/search/503613","Life and Arts in the Baroque Palaces of Rome: Ambiente Barocco","Bard Graduate Center: Decorative Arts, Design History, Material Culture","","March 10, 1999 - October 3, 1999","1999-03-10","1999-10-03","","2"
"503613","http://www.metmuseum.org/art/collection/search/503613","The Still Lifes of Evaristo Baschenis: The Music of Silence","The Metropolitan Museum of Art","","November 17, 2000–March 4, 2001","2000-11-17","2001-03-04","","3"
"503613","http://www.metmuseum.org/art/collection/search/503613","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","4"
"503613","http://www.metmuseum.org/art/collection/search/503613","Guitar Heroes: Legendary Craftsmen from Italy to New York","The Metropolitan Museum of Art","","February 7, 2011 - July 4, 2011","2011-02-07","2011-07-04","","5"
"503613","http://www.metmuseum.org/art/collection/search/503613","Painting Music in the Age of Caravaggio","The Metropolitan Museum of Art","New York","January 20–April 5, 2015","2015-01-20","2015-04-05","","6"
"503613","http://www.metmuseum.org/art/collection/search/503613","Valentin de Boulogne: Beyond Caravaggio","The Metropolitan Museum of Art","New York","October 7, 2016–January 23, 2017","2016-10-07","2017-01-23","","7"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Brooklyn Museum","","April 4, 1973–May 20, 1973","1973-04-04","1973-05-20","","1"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Museum of Fine Arts, Boston","","July 15, 1973–September 2, 1973","1973-07-15","1973-09-02","","2"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","New Orleans Museum of Art","","September 22, 1973–October 21, 1973","1973-09-22","1973-10-21","","3"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Nelson-Atkins Museum of Art","Kansas City","November 10, 1973–December 9, 1973","1973-11-10","1973-12-09","","4"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Toledo Museum of Art","","January 1, 1974–February 3, 1974","1974-01-01","1974-02-03","","5"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Blanton Museum of Art","Austin","February 23, 1974–March 24, 1974","1974-02-23","1974-03-24","","6"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Museum of Fine Arts, Houston","","April 13, 1974–May 12, 1974","1974-04-13","1974-05-12","","7"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Dallas Museum of Art","","June 5, 1974–July 7, 1974","1974-06-05","1974-07-07","","8"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","The Detroit Institute of Arts","","August 1, 1974–September 8, 1974","1974-08-01","1974-09-08","","9"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Dayton Art Institute","","September 28, 1974–October 22, 1974","1974-09-28","1974-10-22","","10"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Munson-Williams-Proctor Arts Institute","Utica","November 9, 1974–December 8, 1974","1974-11-09","1974-12-08","","11"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Columbus Museum of Art","","January 1, 1975–February 9, 1975","1975-01-01","1975-02-09","","12"
"310325","http://www.metmuseum.org/art/collection/search/310325","African Art of the Dogon: The Myths of the Cliff Dwellers","Art Institute of Chicago","","March 1, 1975–April 20, 1975","1975-03-01","1975-04-20","","13"
"310325","http://www.metmuseum.org/art/collection/search/310325","Art of the Dogon: Selections from the Lester Wunderman Collection","The Metropolitan Museum of Art","","February 10–July 10, 1988","1988-02-10","1988-07-10","","14"
"310325","http://www.metmuseum.org/art/collection/search/310325","Dogon","Musée du Quai Branly","","April 4, 2011–July 24, 2011","2011-04-04","2011-07-24","","15"
"310325","http://www.metmuseum.org/art/collection/search/310325","Dogon","Kunst-und Ausstellungshalle der Bundesrepublik Deutschland","","September 2, 2011–January 1, 2012","2011-09-02","2012-01-01","","16"
"310325","http://www.metmuseum.org/art/collection/search/310325","Dogon","Palazzo Reale","","February 21, 2012–June 3, 2012","2012-02-21","2012-06-03","","17"
"503703","http://www.metmuseum.org/art/collection/search/503703","","Title: Jagdhorn in G
Maker: Jacob Schmidt (German, Nuremberg","","1642–1720","","","","1"
"470315","http://www.metmuseum.org/art/collection/search/470315","L'Exposition Rétrospective d'Objets d'Art de 1904, á Saint Pètersbourg","Musée Stieglitz","","1904","","","","1"
"470315","http://www.metmuseum.org/art/collection/search/470315","Patterns of Collecting: Selected Acquisitions, 1965–1975","The Metropolitan Museum of Art","New York","December 6, 1975–March 23, 1976","1975-12-06","1976-03-23","","2"
"470315","http://www.metmuseum.org/art/collection/search/470315","Tilman Riemenschneider, Fruhe Werk","Mainfränkisches Museum","","September 5–November 1, 1981","1981-09-05","1981-11-01","","3"
"470315","http://www.metmuseum.org/art/collection/search/470315","Tilman Riemenschneider: Master Sculptor of the Late Middle Ages","National Gallery of Art, Washington D.C","","October 3, 1999–January 9, 2000","1999-10-03","2000-01-09","","4"
"470315","http://www.metmuseum.org/art/collection/search/470315","Tilman Riemenschneider: Master Sculptor of the Late Middle Ages","The Metropolitan Museum of Art","New York","February 7–May 14, 2000","2000-02-07","2000-05-14","","5"
"504210","http://www.metmuseum.org/art/collection/search/504210","A Musical Offering: An Exhibition Celebrating the Centennial of the Collection of Musical Instruments","The Metropolitan Museum of Art","","March 10–July 30, 1989","1989-03-10","1989-07-30","","1"
"504210","http://www.metmuseum.org/art/collection/search/504210","The Still Lifes of Evaristo Baschenis: The Music of Silence","The Metropolitan Museum of Art","","November 17, 2000–March 4, 2001","2000-11-17","2001-03-04","","2"
"504210","http://www.metmuseum.org/art/collection/search/504210","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","3"
"24957","http://www.metmuseum.org/art/collection/search/24957","Arms and Armor: Notable Acquisitions 1991–2002","The Metropolitan Museum of Art","New York","September 4, 2002–January 18, 2004","2002-09-04","2004-01-18","no. 28","1"
"316442","http://www.metmuseum.org/art/collection/search/316442","African Sculpture in the Collection of Jay C. Leff","Museum of Primitive Art","","November 24, 1964–February 7, 1965","1964-11-24","1965-02-07","","1"
"316442","http://www.metmuseum.org/art/collection/search/316442","For Spirits and Kings: African Art from the Paul and Ruth Tishman Collection","The Metropolitan Museum of Art","","June 3–September 6, 1981","1981-06-03","1981-09-06","","2"
"316442","http://www.metmuseum.org/art/collection/search/316442","African Ivories","The Metropolitan Museum of Art","","June 26–December 30, 1984","1984-06-26","1984-12-30","","3"
"316442","http://www.metmuseum.org/art/collection/search/316442","Africa and the Renaissance: Art in Ivory","Museum for African Art, New York","","1988","","","","4"
"316442","http://www.metmuseum.org/art/collection/search/316442","Elephant: The Animal and Its Ivory in African Art","The Metropolitan Museum of Art","","October 13, 1993–March 27, 1994","1993-10-13","1994-03-27","","5"
"503673","http://www.metmuseum.org/art/collection/search/503673","Baroque Musical Instruments","Lincoln Center for the Performing Arts","","September 9, 1984–September 15, 1984","1984-09-09","1984-09-15","","1"
"503673","http://www.metmuseum.org/art/collection/search/503673","Watteau, Music, and Theater","The Metropolitan Museum of Art","New York","September 22–November 29, 2009","2009-09-22","2009-11-29","","2"
"503675","http://www.metmuseum.org/art/collection/search/503675","American Musical Instruments from the Metropolitan Museum of Art","Brigham Young University Museum of Art","","August 1, 1994 - July 15, 1995","1994-08-01","1995-07-15","","1"
"503675","http://www.metmuseum.org/art/collection/search/503675","Our Tuneful Heritage: American Musical Instruments from the Metropolitan Museum of Art","Brigham Young University Museum of Art","","January 9, 1995 - August 26, 1995","1995-01-09","1995-08-26","","2"
"503675","http://www.metmuseum.org/art/collection/search/503675","Making Music: Two Centuries of Musical Instrument Making in New York","The Metropolitan Museum of Art","","April 9, 1996 - July 28, 1996","1996-04-09","1996-07-28","","3"
"503675","http://www.metmuseum.org/art/collection/search/503675","Guitar Heroes: Legendary Craftsmen from Italy to New York","The Metropolitan Museum of Art","","February 7, 2011 - July 4, 2011","2011-02-07","2011-07-04","","4"
"22932","http://www.metmuseum.org/art/collection/search/22932","Exposition Nationale Belge: IVe Section: Industries d'Art en Belgique, Antérieures au XIX siècle","Exposition Nationale Belge 1880","Brussels","1880","","","no. I 261","1"
"503219","http://www.metmuseum.org/art/collection/search/503219","A Musical Offering: An Exhibition Celebrating the Centennial of the Collection of Musical Instruments","The Metropolitan Museum of Art","","March 10–July 30, 1989","1989-03-10","1989-07-30","","1"
"503219","http://www.metmuseum.org/art/collection/search/503219","The Still Lifes of Evaristo Baschenis: The Music of Silence","The Metropolitan Museum of Art","","November 17, 2000–March 4, 2001","2000-11-17","2001-03-04","","2"
"503219","http://www.metmuseum.org/art/collection/search/503219","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","3"
"503219","http://www.metmuseum.org/art/collection/search/503219","Valentin de Boulogne: Beyond Caravaggio","The Metropolitan Museum of Art","New York","October 7, 2016–January 23, 2017","2016-10-07","2017-01-23","","4"
"22914","http://www.metmuseum.org/art/collection/search/22914","Incisive Images: Ivory and Boxwood Carvings, 1450–1800","The Metropolitan Museum of Art","New York","March 13–November 25, 2007","2007-03-13","2007-11-25","","1"
"310604","http://www.metmuseum.org/art/collection/search/310604","The World of Primitive Art","Museum of Primitive Art","","July 12, 1966–September 11, 1966","1966-07-12","1966-09-11","","1"
"310604","http://www.metmuseum.org/art/collection/search/310604","Ancient Sculpture of Western Mexico","Handwerker Gallery, Ithaca College","","November 17, 1970–December 20, 1970","1970-11-17","1970-12-20","","2"
"310604","http://www.metmuseum.org/art/collection/search/310604","Primitive Art/Masterworks","Seattle Art Museum","","January 5, 1975–February 16, 1975","1975-01-05","1975-02-16","","3"
"310604","http://www.metmuseum.org/art/collection/search/310604","Primitive Art/Masterworks","Museum of Fine Arts, Houston","","March 23, 1975–May 4, 1975","1975-03-23","1975-05-04","","4"
"310604","http://www.metmuseum.org/art/collection/search/310604","Primitive Art/Masterworks","Dallas Museum of Art","","June 8, 1975–July 20, 1975","1975-06-08","1975-07-20","","5"
"471911","http://www.metmuseum.org/art/collection/search/471911","","1175
Geography: Made in Tuscany, Italy
Culture: Italian
Medium: Marble (Carrara marble)
Dimensions: 13 ft","Title: Portal from the Church of San Leonardo al Frigido
Artist: Workshop of Biduinus (Italian, active last quarter 12th century)
Date: ca","1962","","","","1"
"22634","http://www.metmuseum.org/art/collection/search/22634","Notice Sommaire des Objets d'Art Exposés dans le Palais de la Présidence du Corps Législatif, le 23 Avril 1874, au Profit des Alsaciens-Lorrains en Algérie","Palais de la Présidence du Corps Législatif","Paris","April 23, 1874","1874-04-23","1874-04-23","no. 18","1"
"22634","http://www.metmuseum.org/art/collection/search/22634","Loan Exhibition of Arms and Armor","The Metropolitan Museum of Art","New York","February 6–April 16, 1911","1911-02-06","1911-04-16","no. 60","2"
"22634","http://www.metmuseum.org/art/collection/search/22634","Decorative Arts of the Italian Renaissance, 1400–1600","The Detroit Institute of Arts","Detroit","November 18, 1958–January 4, 1959","1958-11-18","1959-01-04","no. 204","3"
