Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,Loci,score,description
1976.661(12),False,False,False,711540,,Drawings and Prints,1976,"Print, portfolio","Untitled, from ""The New York Collection for Stockholm""",,,,,"The New York Collection for Stockholm Portfolio, 1973",9.22E+14,Printer|Artist|Publisher, | | ,Styria Studio|Donald Judd|Experiments in Art and Technology,"New York, NY|American, Excelsior Springs, Missouri 1928–1994 Marfa, Texas|New York, NY", | | ,"Styria Studio|Judd, Donald|Experiments in Art and Technology",American|American|American,1972      |1928      |1950      ,1994      |1994      |2000      ,||,|http://vocab.getty.edu/page/ulan/500010358|,|https://www.wikidata.org/wiki/Q250293|,1973,1973,1973,Color lithograph and screenprint,Sheet: 9 × 12 in. (22.8 × 30.5 cm),"Gift of Robert Rauschenberg, 1976",,New York,,,,,,,,,Prints,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/711540,,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150,,4,
1977.65,False,False,False,370433,,Drawings and Prints,1977,Portfolio,The Donkey and the Darling,,,,,,1.62E+15,Artist|Author|Publisher, | | ,Larry Rivers|Terry Southern|Universal Limited Art Editions,"American, Bronx, New York 1923–2002 Southampton, New York|American, 1924–1995| ", | | ,"Rivers, Larry|Southern, Terry|Universal Limited Art Editions",American|American|American,1923      |1924      |1957      ,2002      |1995      |2050      ,||,http://vocab.getty.edu/page/ulan/500003280|http://vocab.getty.edu/page/ulan/500524490|http://vocab.getty.edu/page/ulan/500372861,https://www.wikidata.org/wiki/Q664291|https://www.wikidata.org/wiki/Q591270|https://www.wikidata.org/wiki/Q98580161,1968–77,1968,1977,Lithograph,Sheet: 17 11/16 in. × 21 in. (45 × 53.3 cm),"John B. Turner Fund, 1977",,West Islip,,,,,,,,,Portfolios,,http://www.metmuseum.org/art/collection/search/370433,,,"Metropolitan Museum of Art, New York, NY",Books,http://vocab.getty.edu/page/aat/300028051,https://www.wikidata.org/wiki/Q571,,4,
68.713.1,False,False,False,371268,,Drawings and Prints,1968,Print,Untitled,,,,,,7.41E+14,Printer|Artist|Publisher, | | ,Universal Limited Art Editions|Cy Twombly|Universal Limited Art Editions," |American, Lexington, Virginia 1928–2011 Rome| ", | | ,"Universal Limited Art Editions|Twombly, Cy|Universal Limited Art Editions",American|American|American,1957      |1928      |1957      ,2050      |2011      |2050      ,||,http://vocab.getty.edu/page/ulan/500372861|http://vocab.getty.edu/page/ulan/500032301|http://vocab.getty.edu/page/ulan/500372861,https://www.wikidata.org/wiki/Q98580161|https://www.wikidata.org/wiki/Q159566|https://www.wikidata.org/wiki/Q98580161,1968,1968,1968,Mezzotint and drypoint,"Plate: 8 7/8 × 5 7/8 in. (22.5 × 15 cm)
Sheet: 20 1/16 in. × 16 in. (51 × 40.6 cm)","John B. Turner Fund, 1968",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/371268,,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150,,4,
68.523.3,False,False,False,370435,,Drawings and Prints,1968,Print,Downtown Lion,,,,,,1623157408,Artist|Publisher, | ,Larry Rivers|Universal Limited Art Editions,"American, Bronx, New York 1923–2002 Southampton, New York| ", | ,"Rivers, Larry|Universal Limited Art Editions",American|American,1923      |1957      ,2002      |2050      ,|,http://vocab.getty.edu/page/ulan/500003280|http://vocab.getty.edu/page/ulan/500372861,https://www.wikidata.org/wiki/Q664291|https://www.wikidata.org/wiki/Q98580161,1967,1967,1967,Etching with hand-ground ink,"Image: 11 11/16 × 17 1/2 in. (29.7 × 44.5 cm)
Sheet: 20 1/16 × 25 13/16 in. (51 × 65.5 cm)","Stewart S. MacDermott Fund, 1968",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/370435,,,"Metropolitan Museum of Art, New York, NY",Lions,http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q140,,4,
2007.49.571,False,False,False,373868,,Drawings and Prints,2007,Print,"To the Entertainment of Patsy and Mike Goldberg, from 'Stones'",,,,,,1.62E+22,Artist|Printer|Publisher|Author, | | | ,"Larry Rivers|Robert Blackburn|Universal Limited Art Editions, Inc.|Frank O'Hara","American, Bronx, New York 1923–2002 Southampton, New York|American, Summit, New Jersey 1920–2003 New York| |American, 1926–1966", | | | ,"Rivers, Larry|Blackburn, Robert|Universal Limited Art Editions, Inc.|O'Hara, Frank",American|American| |American,1923      |1920      |          |1926      ,2002      |2003      |          |1966      ,|||,http://vocab.getty.edu/page/ulan/500003280|http://vocab.getty.edu/page/ulan/500071319|http://vocab.getty.edu/page/ulan/500372861|http://vocab.getty.edu/page/ulan/500460625,https://www.wikidata.org/wiki/Q664291|https://www.wikidata.org/wiki/Q7342130|https://www.wikidata.org/wiki/Q98580161|https://www.wikidata.org/wiki/Q951010,1958,1958,1958,Lithograph,"Sheet: 19 1/8 × 12 3/16 in. (48.6 × 31 cm)
Image: 13 13/16 × 17 15/16 in. (35.1 × 45.6 cm)","Bequest of William S. Lieberman, 2005",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/373868,https://www.wikidata.org/wiki/Q96585408,,"Metropolitan Museum of Art, New York, NY",Human Figures|Animals,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q729,,4,
69.592.7,False,False,False,711018,,Drawings and Prints,1969,Print,The Bike Girl I,,,,,,7408016231,Publisher|Artist, | ,Universal Limited Art Editions|Larry Rivers," |American, Bronx, New York 1923–2002 Southampton, New York", | ,"Universal Limited Art Editions|Rivers, Larry",American|American,1957      |1923      ,2050      |2002      ,|,http://vocab.getty.edu/page/ulan/500372861|http://vocab.getty.edu/page/ulan/500003280,https://www.wikidata.org/wiki/Q98580161|https://www.wikidata.org/wiki/Q664291,1958,1958,1958,Lithograph,"Sheet: 15 1/4 × 19 5/16 in. (38.8 × 49 cm)
Image: 11 13/16 × 16 1/8 in. (30 × 41 cm)","John B. Turner Fund, 1969",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/711018,,,"Metropolitan Museum of Art, New York, NY",Bicycles|Girls,http://vocab.getty.edu/page/aat/300212636|http://vocab.getty.edu/page/aat/300247581,https://www.wikidata.org/wiki/Q11442|https://www.wikidata.org/wiki/Q3031,,4,
69.592.2,False,False,False,370429,,Drawings and Prints,1969,Print,The Afternoon,,,,,,1.62E+15,Artist|Publisher|Printer, | | ,Larry Rivers|Universal Limited Art Editions|Robert Blackburn,"American, Bronx, New York 1923–2002 Southampton, New York| |American, Summit, New Jersey 1920–2003 New York", | | ,"Rivers, Larry|Universal Limited Art Editions|Blackburn, Robert",American|American|American,1923      |1957      |1920      ,2002      |2050      |2003      ,||,http://vocab.getty.edu/page/ulan/500003280|http://vocab.getty.edu/page/ulan/500372861|http://vocab.getty.edu/page/ulan/500071319,https://www.wikidata.org/wiki/Q664291|https://www.wikidata.org/wiki/Q98580161|https://www.wikidata.org/wiki/Q7342130,1957,1957,1957,Lithograph,Sheet: 13 1/16 in. × 20 in. (33.1 × 50.8 cm),"John B. Turner Fund, 1969",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/370429,https://www.wikidata.org/wiki/Q96585002,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150,,4,
69.592.3,False,False,False,370487,,Drawings and Prints,1969,Print,"Molly, II",,,,,,1623157408,Artist|Publisher, | ,Larry Rivers|Universal Limited Art Editions,"American, Bronx, New York 1923–2002 Southampton, New York| ", | ,"Rivers, Larry|Universal Limited Art Editions",American|American,1923      |1957      ,2002      |2050      ,|,http://vocab.getty.edu/page/ulan/500003280|http://vocab.getty.edu/page/ulan/500372861,https://www.wikidata.org/wiki/Q664291|https://www.wikidata.org/wiki/Q98580161,1957,1957,1957,Lithograph,"Sheet: 13 1/2 × 16 15/16 in. (34.3 × 43 cm)
Image: 9 15/16 × 11 15/16 in. (25.2 × 30.4 cm)","John B. Turner Fund, 1969",,West Islip,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/370487,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,4,
30.4.2,False,True,True,548354,135,Egyptian Art,1930,"Facsimile, Sennedjem (TT 1), Iaru, Iinefereti, opening of the mouth, plow",Sennedjem and Iineferti in the Fields of Iaru,,Twentieth Century; original New Kingdom,original Dynasty 19,reign of Ramesses I–Ramesses II,,16397,Artist, ,Charles K. Wilkinson, , ,"Wilkinson, Charles K.", ,1897,1986,,http://vocab.getty.edu/page/ulan/500328136,https://www.wikidata.org/wiki/Q19997486,A.D. 1922; original ca. 1295–1213 B.C.,-1295,-1295,Tempera on paper,"Facsimile H. 54 cm (21 1/4 in); W. 84.5 cm (33 1/4 in); Framed H. 58.1 cm (22 7/8 in); W. 88.6 cm (34 7/8 in)
scale 1:2
","Rogers Fund, 1930",From|Original,,|,,Egypt,"Upper Egypt, Thebes",Deir el-Medina,Tomb of Sennedjem (TT 1),"MMA Graphic Section, 1922",,,,http://www.metmuseum.org/art/collection/search/548354,https://www.wikidata.org/wiki/Q116275443,,"Metropolitan Museum of Art, New York, NY",Animals|Men|Women|Farmers,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025607,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q131512,PM plan (9) I–IV,30,
30.4.8,False,False,True,548521,135,Egyptian Art,1930,"Facsimile, Djeserkareseneb (TT 38), banquet, chair",Seated woman with Two Female Servants,,Twentieth Century; original New Kingdom,original Dynasty 18,reign of Thutmose IV,,16397,Artist, ,Charles K. Wilkinson, , ,"Wilkinson, Charles K.", ,1897,1986,,http://vocab.getty.edu/page/ulan/500328136,https://www.wikidata.org/wiki/Q19997486,A.D. 1920–1921; orignal ca. 1400–1390 B.C.,-1400,-1390,Tempera on Paper,Facsimile H. 39 cm (15 3/8 in.); w. 36 cm (14 3/16 in.); Scale 1:1; Framed H. 42.2 cm (16 5/8 in.); w. 38.7 cm (15 1/4 in.),"Rogers Fund, 1930",From|Original,,|,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Djeserkaraseneb (TT 38),"MMA Graphic Section, 1921–1922",,,,http://www.metmuseum.org/art/collection/search/548521,https://www.wikidata.org/wiki/Q116275061,,"Metropolitan Museum of Art, New York, NY",Women|Female Nudes,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446,PM plan (6) II,30,
1971.272.13,False,False,True,548419,,Egyptian Art,1971,"Shabti, Psusennes I",Overseer Shabti of Psusennes I,,Third Intermediate Period,Dynasty 21,reign of Psusennes I,,,,,,,,,,,,,,,ca. 1040–992 B.C.,-1040,-1040,Faience,H. 14 cm (5 1/2 in.),"Gift of Ethel McCullough Scott, John G. McCullough, and Edith McCullough Irons, 1972",From|Presumably from,,|,,Egypt,Eastern Delta,Tanis (San el-Hagar),Royal Tombs,Montet excavations,,,,http://www.metmuseum.org/art/collection/search/548419,https://www.wikidata.org/wiki/Q116235296,,"Metropolitan Museum of Art, New York, NY",Funerary Objects,http://vocab.getty.edu/page/aat/300234126,https://www.wikidata.org/wiki/Q2083647,NRT III (Psusennes I),29,
48.160.2,False,False,False,555077,,Egyptian Art,1948,"Shabti, Psusennes I, worker",Shabti of Psusennes I,,Third Intermediate Period,Dynasty 21,reign of Psusennes I,,,,,,,,,,,,,,,ca. 1040–992 B.C.,-1040,-1040,Bronze or copper alloy,H. with tang: 8 × 2.6 cm (3 1/8 × 1 in.),"Rogers Fund, by exchange, 1948",From|Presumably from,,|,,Egypt,Eastern Delta,Tanis (San el-Hagar),Royal Tombs,Montet excavations,,,,http://www.metmuseum.org/art/collection/search/555077,https://www.wikidata.org/wiki/Q116235149,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs|Funerary Objects,http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300234126,https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q2083647,NRT III (Psusennes I),29,
O.C.847,False,False,True,587987,,Egyptian Art,,"Shabti, Queen Henettawy, Duahathor","Shabti of the Adoratrice of Hathor (""Duahathor"")  Henettawy, wife of Painedjem I",,Third Intermediate Period,Dynasty 21,pontificate of Painedjem I,,,,,,,,,,,,,,,ca. 1064–1055 B.C.,-1064,-1055,Faience,H. 12.1 cm (4 3/4 in.),Museum Accession,From|Presumably from,,|,,Egypt,"Upper Egypt, Thebes","Valleys south of Deir el-Bahri, Valley of the Cachette",First Royal Cache (TT 320),"Egyptian Antiquities Service/Maspero excavations, 1881",,,,http://www.metmuseum.org/art/collection/search/587987,https://www.wikidata.org/wiki/Q116247887,,"Metropolitan Museum of Art, New York, NY",Funerary Objects,http://vocab.getty.edu/page/aat/300234126,https://www.wikidata.org/wiki/Q2083647,Burial of Henettawy A/Q,29,"This small figurine is a shabti from the burial of a royal woman named Henettawy who lived during the early 21st Dynasty at Thebes. During this era, control of Egypt was divided between the kings in the north, who ruled from Tanis in the Nile Delta, and the High Priests of the great state god Amun, who controlled the southern part of the country. Henettawy was a wife of the High Priest of Amun and King Painedjem I , who ruled from Thebes. She was also the daughter of a king, likely either Ramesses XI or Smendes (Nesbanebdjedet) I . In the ancient Egyptian belief system, shabtis were avatars of the deceased who could be called upon to perform manual labor on his or her behalf in the afterlife. By Henettawys time, as many as 401 shabtis (a worker for each day of the year plus an overseer for each 10-day week) were included with the burials of wealthy people. Worker shabtis like this one can be identified by the agricultural tools they hold, whereas overseer shabtis typically wear a skirt and carry a whip. In addition to being the wife and daughter of kings, Henettawy held a long list of royal titles, including Kings Mother, Mother of the Gods Wife of Amun, Mother of the High Priest of Amun, and the unique title Adoratrice of Hathor. She was also a First Great Chief of the Principal Musical Troupe of Amun, the title given to the head of the great gods female clergy. These designations indicate that Henettawy was the highest-ranking female in the Theban area during her lifetime. Henettawys list of titles alludes to several of her children who held important positions at Thebes. Notable among them are a son named Psusennes I , who became king, ruling from Tanis in the north, and a daughter, Maatkare , who held the title Gods Wife of Amun. There were three High Priests of Amun who were likely sons of Painedjem I, Menkheperre , Djedkhonsuefankh, and Masaharta ; any or all of these may also have been Henettawys sons. This shabti was presumably discovered in the First Royal Cache (TT320) in Western Thebes in a valley near the temples of Mentuhotep II and Hatshepsut at Deir el-Bahri. This hidden tomb contained the re-burials of a number of kings and queens of the New Kingdom (about 1550 to 1100 B.C.), along with the burials of Henettawy, Painedjem I, and members of their immediate family, spanning several generations. For Queen Henettawys shabtis at The Met, see O.C.847 , 10.130.1066 , 10.130.1067a ; 10.130.1067b , 17.194.2403 , 17.194.2404 , and 44.4.88 ."
30.4.5,False,False,True,557814,,Egyptian Art,1930,"Facsimile, Panehsy (TT 16), Amenhotep I, palanquin, sphinx; Drink-and-be-Merry",Statue of Deified Amenhotep I,,Twentieth Century; original New Kingdom,Dynasty 19,reign of Ramesses II,,16347,Artist, ,Nina de Garis Davies,1881–1965, ,"Davies, Nina de Garis", ,1881,1965,Female,http://vocab.getty.edu/page/ulan/500124683,https://www.wikidata.org/wiki/Q1992876,A.D. 1922; original ca. 1279–1213 B.C.,-1279,-1213,Tempera on paper,Facsimile H. 65.5 cm (25 13/16 in.); w. 41.5 cm (16 5/16 in.); scale 1:1; Framed H. 69.2 cm (27 1/4 in.); w. 45.4 cm (17 7/8 in.),"Rogers Fund, 1930",Original from,,,,Egypt,"Upper Egypt, Thebes",Dra Abu el-Naga,Tomb of Panehsy (TT 16),"MMA Graphic Section, 1922",,,,http://www.metmuseum.org/art/collection/search/557814,https://www.wikidata.org/wiki/Q96185419,,"Metropolitan Museum of Art, New York, NY",Drink-and-Be-Merry, , ,PM plan (6) I  2,29,"Each year several commemorative festivals were held in the artisans village of Deir el-Medina in celebration of its founder, the deified king Amenhotep I. Here, the horizontal beams indicate that his elaborate statue sits on top of a palanquin, which was used during processions. The palanquin features the protective figures of a goddess with outstretched wings, a striding sphinx wearing the double crown of Upper and Lower Egypt, a so called ba-bird, and a striding lion. Even though the context of this scene does not necessarily derive from an actual festival, it illustrates the type of statues carried during such events. The tall bouquet of flowers at right was presented as an offering. Such bouquets can often be seen in depictions of celebrations or offering scenes. In addition to the flowers decorative qualities and pleasing scent, they had symbolic value, since their name, ankh, is also the word for life."
30.4.1,False,False,False,548564,135,Egyptian Art,1930,"Facsimile, Sennedjem, TT 1, cat, serpent",Cat Killing a Serpent,,Twentieth Century; original New Kingdom,original Dynasty 19,reign of Ramesses I–Ramesses II,,16397,Artist, ,Charles K. Wilkinson, , ,"Wilkinson, Charles K.", ,1897,1986,,http://vocab.getty.edu/page/ulan/500328136,https://www.wikidata.org/wiki/Q19997486,A.D. 1920–1921; original ca. 1295–1213 B.C.,-1295,-1213,Tempera on paper,Facsimile: H. 47 × W. 84.5 cm (18 1/2 × 33 1/4 in.); Scale: 1:1; Frame: H. 50.6 × W. 86.8 cm (19 15/16 × 34 3/16 in.),"Rogers Fund, 1930",Original from,,,,Africa,"Upper Egypt, Thebes",Deir el-Medina,Tomb of Sennedjem (TT 1),"MMA Graphic Section, 1920–1921",,,,http://www.metmuseum.org/art/collection/search/548564,https://www.wikidata.org/wiki/Q116274958,,"Metropolitan Museum of Art, New York, NY",Cats|Serpents,http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300417734,https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q2102,PM plan (5),29,
1985.328.6,False,True,True,544058,121,Egyptian Art,1985,"Two princesses, daughters of Akhenaten",Two Princesses,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,"Limestone, paint",h. 21.2 cm (8 3/4 in); w. 29.2 cm (11 1/2 in); d. 2.2 cm (7/8 in),"Gift of Norbert Schimmel, 1985",From|Probably originally from,,|,,Egypt,Middle Egypt,Hermopolis (Ashmunein; Khemenu)|Amarna (Akhetaten),Pylon of Ramesses II,Deutsche Hermopolis Expedition 1939,,,,http://www.metmuseum.org/art/collection/search/544058,https://www.wikidata.org/wiki/Q116251908,,"Metropolitan Museum of Art, New York, NY",Princesses,http://vocab.getty.edu/page/aat/300155241,https://www.wikidata.org/wiki/Q863048,Foundations,29,
30.4.37,False,False,False,548581,135,Egyptian Art,1930,"Facsimile, Ramose (TT 55), funeral procession","Funeral Procession, Tomb of Ramose",,Twentieth Century; original New Kingdom,Dynasty 18,reign of Akhenaten,,16347,Artist, ,Nina de Garis Davies,1881–1965, ,"Davies, Nina de Garis", ,1881,1965,Female,http://vocab.getty.edu/page/ulan/500124683,https://www.wikidata.org/wiki/Q1992876,probably 1914–15; original ca. 1353–1336 B.C.,-1353,-1336,Tempera on paper,"Facsimile H. 81 cm (31 7/8 in.); w. 574.5 cm (226 3/16 in.)
scale 1:1
Framed H. 86.4 cm (34 in); w. 570 cm (224 7/16 in); th. 6.4 cm (2 1/2 in)","Rogers Fund, 1930",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Ramose (TT 55),"Graphic Expedition, probably 1914-1915",,,,http://www.metmuseum.org/art/collection/search/548581,https://www.wikidata.org/wiki/Q96185338,,"Metropolitan Museum of Art, New York, NY",Men|Women|Hieroglyphs|Funerals|Processions,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028721|http://vocab.getty.edu/page/aat/300069162|http://vocab.getty.edu/page/aat/300069290,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q193762|https://www.wikidata.org/wiki/Q201676|https://www.wikidata.org/wiki/Q898830,"south wall, east side [PM (5)]",29,
1985.328.3,False,False,True,549203,,Egyptian Art,1985,"Talatat, Akhenaten",Lower Face and Shoulders of Akhenaten,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,"Limestone, paint",H. 21 cm (8 1/4 in); w. 34.5 cm (13 9/16 in),"Gift of Norbert Schimmel, 1985",From|Probably originally from,,|,,Egypt,Middle Egypt,Hermopolis (Ashmunein; Khemenu)|Amarna (Akhetaten),Pylon of Ramesses II,Deutsche Hermopolis-Expedition 1938,,,,http://www.metmuseum.org/art/collection/search/549203,,,"Metropolitan Museum of Art, New York, NY",Faces,http://vocab.getty.edu/page/aat/300251798,https://www.wikidata.org/wiki/Q37017,foundations level,29,
29.63,False,False,False,435586,,European Paintings,1929,Painting,Ivan Rodin,,,,,,10731,Artist, ,Abram Efimovich Arkhipov,"Russian, Egorovo, Riazan province 1862–1930 Moscow", ,"Arkhipov, Abram Efimovich",Russian,1862,1930,,http://vocab.getty.edu/page/ulan/500002636,https://www.wikidata.org/wiki/Q80588,1928,1928,1928,Oil on canvas,44 x 34 1/4 in. (111.8 x 87 cm),"Gift of George D. Pratt, 1929",,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435586,https://www.wikidata.org/wiki/Q19913248,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,,3,
2005.476.1,False,False,False,438783,,European Paintings,2005,Painting,Madonna and Child (after Duccio),,,,,,12455,Artist, ,Bruno Marzi,"Italian, 1908–1981", ,"Marzi, Bruno",Italian,1908,1981,,http://vocab.getty.edu/page/ulan/500343277,https://www.wikidata.org/wiki/Q21853947,,1928,1954,Tempera and gold on wood,15 7/8 x 11 3/8 in. (40.3 x 28.9 cm),"Gift of Lawrence and Julie Salander, 2005",,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438783,https://www.wikidata.org/wiki/Q19913594,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,,3,
1974.356.37,False,False,False,436654,,European Paintings,1974,Drawing,Emma Alexander Sheafer (1891–1973),,,,,,10779,Artist, ,Hoëy(?),active 1925, ,Hoëy(?),German,1925,1925,,,,1925,1925,1925,Pastel on canvas,44 3/8 x 34 3/8 in. (112.7 x 87.3 cm),"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436654,,,"Metropolitan Museum of Art, New York, NY",Animals|Portraits|Women,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,,3,
1998.412.3,False,False,False,438386,,European Paintings,1998,Painting,Lighthouse at Groix,,,,,,16241,Artist, ,Paul Signac,"French, Paris 1863–1935 Paris", ,"Signac, Paul",French,1863,1935,,http://vocab.getty.edu/page/ulan/500008410,https://www.wikidata.org/wiki/Q151573,1925,1925,1925,Oil on canvas,29 1/8 x 36 3/8 in. (74 x 92.4 cm),"Partial and Promised Gift of Mr. and Mrs. Douglas Dillon, 1998",,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438386,https://www.wikidata.org/wiki/Q19913586,,"Metropolitan Museum of Art, New York, NY",Boats|Lighthouses,http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300007741,https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q39715,,3,
1972.145.6,False,False,False,437198,,European Paintings,1972,Painting,The Nightingale Sings,,,,,,10810,Artist, ,Mikhail Vasilievich Nesterov,"Russian, Ufa 1862–1942 Moscow", ,"Nesterov, Mikhail Vasilievich",Russian,1862,1942,,http://vocab.getty.edu/page/ulan/500029343,https://www.wikidata.org/wiki/Q318427,1923,1923,1923,Oil on canvas,31 7/8 x 27 3/8 in. (81 x 69.5 cm),"Gift of Humanities Fund Inc., 1972",,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437198,https://www.wikidata.org/wiki/Q19913160,,"Metropolitan Museum of Art, New York, NY",Women|Landscapes,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q191163,,3,
67.187.101,False,False,False,489542,,European Paintings,1967,Painting,Grapes,,,,,,14684,Artist, ,Séraphine Louis,"French, 1864–1942", ,"Louis, Séraphine",French,1864,1942,Female,http://vocab.getty.edu/page/ulan/500011719,https://www.wikidata.org/wiki/Q235165,ca. 1928,1923,1933,Oil on canvas,57 1/2 x 44 3/4 in. (146.1 x 113.7 cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,Paintings,"© 2017 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/489542,https://www.wikidata.org/wiki/Q19913674,,"Metropolitan Museum of Art, New York, NY",Grapes|Leaves|Still Life,http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300011892|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q33971|https://www.wikidata.org/wiki/Q170571,,3,
2023.98,False,False,False,894279,,European Paintings,2023,Painting,The Lace Shawl,,,,,,22010,Artist, ,Helene Schjerfbeck,"Finnish, Helsinki 1862–1946 Saltsjöbaden", ,"Schjerfbeck, Helene",Finnish,1862,1946,,,,1920,1920,1920,Oil on canvas,22 13/16 × 14 3/8 in. (58 × 36.5 cm),"Mary Trumbull Adams and Rogers Funds, 2023",,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/894279,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,,3,
